runname,seed,steps,tokens,acc,acc_norm,acc_norm_token,acc_norm_pmi
1p46G-gemma-helios-ar-29BT,6,0,0.0,0.254851229,0.32600258730000004,0.2690815006,0.3014230272
1p46G-gemma-helios-ar-29BT,6,1000,2.097152,0.298835705,0.3208279431,0.275549806,0.3298835705
1p46G-gemma-helios-ar-29BT,6,10000,20.97152,0.275549806,0.29107373870000003,0.27037516170000003,0.3389391979
1p46G-gemma-helios-ar-29BT,6,10500,22.020096,0.276843467,0.2858990944,0.2677878396,0.3298835705
1p46G-gemma-helios-ar-29BT,6,11000,23.068672,0.275549806,0.29107373870000003,0.26002587320000004,0.3298835705
1p46G-gemma-helios-ar-29BT,6,11500,24.117248,0.2820181113,0.29236739970000003,0.25873221220000003,0.3389391979
1p46G-gemma-helios-ar-29BT,6,12000,25.165824,0.275549806,0.2949547219,0.2639068564,0.3272962484
1p46G-gemma-helios-ar-29BT,6,12500,26.2144,0.2820181113,0.297542044,0.2742561449,0.3350582147
1p46G-gemma-helios-ar-29BT,6,13000,27.262976,0.2820181113,0.2962483829,0.2664941785,0.3415265201
1p46G-gemma-helios-ar-29BT,6,13500,28.311552,0.2781371281,0.297542044,0.2664941785,0.3415265201
1p46G-gemma-helios-ar-29BT,6,14000,29.360128,0.275549806,0.2962483829,0.2613195343,0.3350582147
1p46G-gemma-helios-ar-29BT,6,1500,3.145728,0.2858990944,0.3001293661,0.2820181113,0.3065976714
1p46G-gemma-helios-ar-29BT,6,2000,4.194304,0.275549806,0.2936610608,0.2690815006,0.3234152652
1p46G-gemma-helios-ar-29BT,6,2500,5.24288,0.2781371281,0.30401034930000004,0.276843467,0.3208279431
1p46G-gemma-helios-ar-29BT,6,3000,6.291456,0.2742561449,0.2962483829,0.27037516170000003,0.3337645537
1p46G-gemma-helios-ar-29BT,6,3500,7.340032,0.2677878396,0.3001293661,0.27037516170000003,0.3298835705
1p46G-gemma-helios-ar-29BT,6,4000,8.388608,0.2820181113,0.297542044,0.2690815006,0.3221216041
1p46G-gemma-helios-ar-29BT,6,4500,9.437184,0.29107373870000003,0.297542044,0.2742561449,0.3298835705
1p46G-gemma-helios-ar-29BT,6,500,1.048576,0.2897800776,0.3311772316,0.2949547219,0.32470892630000003
1p46G-gemma-helios-ar-29BT,6,5000,10.48576,0.2781371281,0.2936610608,0.2794307891,0.3298835705
1p46G-gemma-helios-ar-29BT,6,5500,11.534336,0.2742561449,0.2858990944,0.25873221220000003,0.3117723157
